date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:48:18	156041/156041	---MCZ	200	added ('OK')	text/html	etag:%22632c1c8f-26189%22	https://htmldemo.net/chasmish/chasmish/index.html	C:/Users/aliri/Desktop/aliglass/glass/htmldemo.net/chasmish/chasmish/index.html	(from )
18:48:19	400/400	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Dec%202024%2015:48:18%20GMT	https://htmldemo.net/robots.txt		(from )
18:48:19	1150/1150	---MCZ	200	added ('OK')	image/x-icon	etag:W/%22632c1caa-47e%22	https://htmldemo.net/chasmish/chasmish/img/favicon.ico	C:/Users/aliri/Desktop/aliglass/glass/htmldemo.net/chasmish/chasmish/img/favicon.ico	(from https://htmldemo.net/chasmish/chasmish/index.html)
18:48:20	2560/2560	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Dec%202024%2015:48:19%20GMT	https://htmldemo.net/chasmish/chasmish/img/icon.png	C:/Users/aliri/Desktop/aliglass/glass/htmldemo.net/chasmish/chasmish/img/icon.png	(from https://htmldemo.net/chasmish/chasmish/index.html)
18:48:21	195498/195498	---MCZ	200	added ('OK')	text/css	etag:%22632c1c9d-2fbaa%22	https://htmldemo.net/chasmish/chasmish/css/bootstrap.min.css	C:/Users/aliri/Desktop/aliglass/glass/htmldemo.net/chasmish/chasmish/css/bootstrap.min.css	(from https://htmldemo.net/chasmish/chasmish/index.html)
18:48:22	284/284	---MCZ	200	added ('OK')	text/css	etag:%22632c1c99-11c%22	https://htmldemo.net/chasmish/chasmish/css/plugins.css	C:/Users/aliri/Desktop/aliglass/glass/htmldemo.net/chasmish/chasmish/css/plugins.css	(from https://htmldemo.net/chasmish/chasmish/index.html)
18:48:23	156204/156204	---MCZ	200	added ('OK')	text/css	etag:%22632c1c9d-2622c%22	https://htmldemo.net/chasmish/chasmish/css/style.css	C:/Users/aliri/Desktop/aliglass/glass/htmldemo.net/chasmish/chasmish/css/style.css	(from https://htmldemo.net/chasmish/chasmish/index.html)
18:48:24	104/104	---MCZ	200	added ('OK')	text/css	etag:%22632c1c98-68%22	https://htmldemo.net/chasmish/chasmish/css/custom.css	C:/Users/aliri/Desktop/aliglass/glass/htmldemo.net/chasmish/chasmish/css/custom.css	(from https://htmldemo.net/chasmish/chasmish/index.html)
18:48:25	1464/1464	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Dec%202024%2015:48:24%20GMT	https://htmldemo.net/chasmish/chasmish/img/logo/logo1.png	C:/Users/aliri/Desktop/aliglass/glass/htmldemo.net/chasmish/chasmish/img/logo/logo1.png	(from https://htmldemo.net/chasmish/chasmish/index.html)
18:48:26	22772/22772	---MCZ	200	added ('OK')	text/html	etag:%22632c1c8c-58f4%22	https://htmldemo.net/chasmish/chasmish/login-register.html	C:/Users/aliri/Desktop/aliglass/glass/htmldemo.net/chasmish/chasmish/login-register.html	(from https://htmldemo.net/chasmish/chasmish/index.html)
18:48:26	353/353	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Dec%202024%2015:48:25%20GMT	https://htmldemo.net/chasmish/chasmish/img/icons/icon.png	C:/Users/aliri/Desktop/aliglass/glass/htmldemo.net/chasmish/chasmish/img/icons/icon.png	(from https://htmldemo.net/chasmish/chasmish/index.html)
18:48:27	96676/96676	---MCZ	200	added ('OK')	text/html	etag:%22632c1c8e-179a4%22	https://htmldemo.net/chasmish/chasmish/index-2.html	C:/Users/aliri/Desktop/aliglass/glass/htmldemo.net/chasmish/chasmish/index-2.html	(from https://htmldemo.net/chasmish/chasmish/index.html)
